"RECORD_ID","TEAM_ID","TRANSACTION_DATE","AMOUNT","DESCRIPTION"
1000000106,1000000003,2024-05-27 00:00:00.000,-132400,场地维护
1000000107,1000000003,2024-06-25 00:00:00.000,-918600,交税
1000000108,1000000003,2024-05-25 00:00:00.000,-985400,交税
1000000109,1000000003,2024-06-30 00:00:00.000,-23000,其他
1000000100,1000000003,2024-05-31 00:00:00.000,-15000,其他
1000000110,1000000003,2024-06-02 00:00:00.000,9763800,商业赞助
1000000111,1000000003,2024-05-01 00:00:00.000,8864000,商业赞助
1000000112,1000000003,2024-06-29 00:00:00.000,239800,门票收入
1000000113,1000000003,2024-05-30 00:00:00.000,241500,门票收入
1000000114,1000000003,2024-06-01 00:00:00.000,103400,电视转播权
1000000115,1000000003,2024-05-01 00:00:00.000,112300,电视转播权
1000000116,1000000003,2024-06-30 00:00:00.000,37500,其他
1000000117,1000000003,2024-05-31 00:00:00.000,48200,其他
1000000006,1000000001,2024-08-01 00:00:00.000,87800,电视转播权
1000000007,1000000003,2024-08-07 00:00:00.000,76800,电视转播权
1000000135,1000000004,2024-08-01 00:00:00.000,87600,电视转播权
1000000139,1000000004,2024-05-31 00:00:00.000,26400,其他
1000000141,1000000004,2024-06-01 00:00:00.000,135400,电视转播权
1000000149,1000000003,2024-08-26 00:00:00.000,-342000,比赛日支出
1000000159,1000000001,2024-08-06 00:00:00.000,-548000,比赛日支出
1000000163,1000000002,2024-08-02 00:00:00.000,6783000,商业赞助
1000000164,1000000002,2024-08-03 00:00:00.000,487000,门票收入
1000000166,1000000002,2024-08-01 00:00:00.000,-2345000,球员薪水
1000000167,1000000002,2024-08-02 00:00:00.000,-345000,职员薪水
1000000182,1000000004,2024-05-03 00:00:00.000,-830000,交税
1000000184,1000000004,2024-05-05 00:00:00.000,-150000,场地维护
1000000188,1000000004,2024-06-01 00:00:00.000,-765000,球员薪水
1000000194,1000000004,2024-06-07 00:00:00.000,-642000,忠诚奖金
1000000196,1000000004,2024-07-08 00:00:00.000,-46000,其他
1000000202,1000000004,2024-07-02 00:00:00.000,-563000,职员薪水
1000000206,1000000004,2024-08-04 00:00:00.000,-468000,非足球成本
1000000214,1000000005,2024-07-03 00:00:00.000,-940000,交税
1000000217,1000000005,2024-07-04 00:00:00.000,-150000,非足球成本
1000000223,1000000005,2024-08-05 00:00:00.000,-270000,场地维护
1000000226,1000000005,2024-07-06 00:00:00.000,-90000,比赛日支出
1000000232,1000000005,2024-08-02 00:00:00.000,-360000,职员薪水
1000000239,1000000005,2024-06-02 00:00:00.000,-379000,职员薪水
1000000245,1000000005,2024-08-02 00:00:00.000,2434000,商业赞助
1000000248,1000000005,2024-05-02 00:00:00.000,3510000,商业赞助
1000000251,1000000005,2024-07-03 00:00:00.000,358000,门票收入
1000000254,1000000005,2024-06-04 00:00:00.000,74000,其他
1000000257,1000000006,2024-06-01 00:00:00.000,183000,电视转播权
1000000259,1000000006,2024-08-01 00:00:00.000,166000,电视转播权
1000000266,1000000006,2024-07-03 00:00:00.000,360000,门票收入
1000000268,1000000006,2024-07-04 00:00:00.000,180000,其他
1000000306,1000000007,2024-06-01 00:00:00.000,-2315000,球员薪水
1000000273,1000000006,2024-07-01 00:00:00.000,-3520000,球员薪水
1000000278,1000000006,2024-07-02 00:00:00.000,-460000,职员薪水
1000000280,1000000006,2024-08-03 00:00:00.000,-890000,交税
1000000285,1000000006,2024-06-04 00:00:00.000,-90000,非足球成本
1000000287,1000000006,2024-08-04 00:00:00.000,-140000,非足球成本
1000000292,1000000006,2024-05-06 00:00:00.000,-140000,比赛日支出
1000000294,1000000006,2024-07-06 00:00:00.000,-320000,比赛日支出
1000000299,1000000006,2024-05-07 00:00:00.000,-372000,忠诚奖金
1000000301,1000000006,2024-06-08 00:00:00.000,-89000,其他
1000000304,1000000007,2024-08-01 00:00:00.000,-1275000,球员薪水
1000000311,1000000007,2024-08-02 00:00:00.000,-760000,职员薪水
1000000313,1000000007,2024-07-03 00:00:00.000,-890000,交税
1000000318,1000000007,2024-07-04 00:00:00.000,-194000,非足球成本
1000000320,1000000007,2024-08-05 00:00:00.000,-87000,场地维护
1000000325,1000000007,2024-06-06 00:00:00.000,-410000,比赛日支出
1000000327,1000000007,2024-08-06 00:00:00.000,-370000,比赛日支出
1000000332,1000000007,2024-05-08 00:00:00.000,-190000,其他
1000000334,1000000007,2024-07-08 00:00:00.000,-26000,其他
1000000339,1000000007,2024-08-01 00:00:00.000,300000,电视转播权
1000000342,1000000007,2024-06-02 00:00:00.000,3610000,商业赞助
1000000346,1000000007,2024-07-03 00:00:00.000,350000,门票收入
1000000349,1000000007,2024-07-04 00:00:00.000,57000,其他
1000000393,1000000007,2024-09-05 00:00:00.000,238941,转会收入
1000000412,1000000004,2024-09-05 00:00:00.000,2389401,转会收入
1000000414,1000000003,2024-09-05 00:00:00.000,12200000,转会收入
1000000415,1000000007,2024-09-05 00:00:00.000,-12200000,转会支出
1000000416,1000000003,2024-09-05 00:00:00.000,12200000,转会收入
1000000462,1000000003,2024-09-06 00:00:49.000,-33200000,转会支出
1000000465,1000000003,2024-09-06 15:21:13.000,10000000,转会收入
1000000475,1000000007,2024-09-06 16:11:58.000,41200000,转会收入
1000000484,1000000006,2024-09-07 04:06:01.000,-1000000,转会支出
1000000488,1000000007,2024-09-07 04:31:17.000,-10000000,转会支出
1000000137,1000000004,2024-08-31 00:00:00.000,56700,其他
1000000142,1000000004,2024-07-01 00:00:00.000,98400,电视转播权
1000000143,1000000004,2024-06-30 00:00:00.000,35300,其他
1000000146,1000000003,2024-08-02 00:00:00.000,-754000,职员薪水
1000000011,1000000001,2024-07-02 00:00:00.000,-579700,职员薪水
1000000012,1000000001,2024-07-07 00:00:00.000,-430900,忠诚奖金
1000000013,1000000001,2024-07-06 00:00:00.000,-357800,比赛日支出
1000000014,1000000001,2024-07-05 00:00:00.000,-148300,场地维护
1000000015,1000000001,2024-07-04 00:00:00.000,-120700,非足球成本
1000000016,1000000001,2024-07-03 00:00:00.000,-911000,交税
1000000017,1000000001,2024-07-31 00:00:00.000,-102300,其他
1000000018,1000000002,2024-07-01 00:00:00.000,-5032600,球员薪水
1000000019,1000000002,2024-07-01 00:00:00.000,-433600,职员薪水
1000000020,1000000002,2024-07-30 00:00:00.000,-339600,忠诚奖金
1000000021,1000000002,2024-07-28 00:00:00.000,-576400,比赛日支出
1000000022,1000000002,2024-07-27 00:00:00.000,-419600,场地维护
1000000023,1000000002,2024-07-26 00:00:00.000,-302100,非足球成本
1000000024,1000000002,2024-07-25 00:00:00.000,-1034000,交税
1000000025,1000000002,2024-07-31 00:00:00.000,-110200,其他
1000000026,1000000003,2024-07-01 00:00:00.000,-6605400,球员薪水
1000000027,1000000003,2024-07-02 00:00:00.000,-612300,职员薪水
1000000028,1000000003,2024-07-29 00:00:00.000,-774500,忠诚奖金
1000000029,1000000003,2024-07-28 00:00:00.000,-598100,比赛日支出
1000000030,1000000003,2024-07-27 00:00:00.000,-230100,场地维护
1000000031,1000000003,2024-07-26 00:00:00.000,-145800,非足球成本
1000000032,1000000003,2024-07-03 00:00:00.000,-1342000,交税
1000000033,1000000003,2024-07-31 00:00:00.000,-187800,其他
1000000151,1000000001,2024-06-30 00:00:00.000,42000,其他
1000000153,1000000001,2024-08-03 00:00:00.000,375000,门票收入
1000000155,1000000001,2024-08-01 00:00:00.000,-375000,球员薪水
1000000158,1000000001,2024-08-05 00:00:00.000,-362000,场地维护
1000000161,1000000001,2024-08-09 00:00:00.000,-68000,其它
1000000171,1000000002,2024-08-06 00:00:00.000,-124000,比赛日支出
1000000176,1000000004,2024-06-03 00:00:00.000,570000,门票收入
1000000179,1000000004,2024-07-03 00:00:00.000,480000,门票收入
1000000181,1000000004,2024-05-02 00:00:00.000,-580000,职员薪水
1000000191,1000000004,2024-06-04 00:00:00.000,-425000,非足球成本
1000000199,1000000004,2024-07-05 00:00:00.000,-67000,场地维护
1000000208,1000000004,2024-08-29 00:00:00.000,-432000,忠诚奖金
1000000213,1000000005,2024-06-03 00:00:00.000,-750000,交税
1000000218,1000000005,2024-06-04 00:00:00.000,-360000,非足球成本
1000000222,1000000005,2024-07-05 00:00:00.000,-360000,场地维护
1000000227,1000000005,2024-05-06 00:00:00.000,-190000,比赛日支出
1000000231,1000000005,2024-08-07 00:00:00.000,-560000,忠诚奖金
1000000235,1000000005,2024-06-30 00:00:00.000,-146000,其他
1000000240,1000000005,2024-06-01 00:00:00.000,-4785000,球员薪水
1000000246,1000000005,2024-07-02 00:00:00.000,7342000,商业赞助
1000000256,1000000006,2024-05-01 00:00:00.000,89000,电视转播权
1000000262,1000000006,2024-06-02 00:00:00.000,2390000,商业赞助
1000000264,1000000006,2024-05-03 00:00:00.000,390000,门票收入
1000000267,1000000006,2024-08-03 00:00:00.000,450000,门票收入
1000000276,1000000006,2024-05-02 00:00:00.000,-760000,职员薪水
1000000283,1000000006,2024-05-03 00:00:00.000,-480000,交税
1000000290,1000000006,2024-06-05 00:00:00.000,-270000,场地维护
1000000297,1000000006,2024-07-07 00:00:00.000,-530000,忠诚奖金
1000000307,1000000007,2024-05-01 00:00:00.000,-1780000,球员薪水
1000000314,1000000007,2024-06-03 00:00:00.000,-670000,交税
1000000321,1000000007,2024-07-05 00:00:00.000,-284000,场地维护
1000000328,1000000007,2024-08-07 00:00:00.000,-170000,忠诚奖金
1000000335,1000000007,2024-08-08 00:00:00.000,-53000,其他
1000000336,1000000007,2024-05-01 00:00:00.000,98000,电视转播权
1000000343,1000000007,2024-05-02 00:00:00.000,2570000,商业赞助
1000000350,1000000007,2024-06-04 00:00:00.000,87000,其他
1000000395,1000000007,2024-09-05 00:00:00.000,238941,转会收入
1000000399,1000000007,2024-09-05 00:00:00.000,238941,转会收入
1000000420,1000000004,2024-09-05 00:00:00.000,2389401,转会收入
1000000425,1000000007,2024-09-05 00:00:00.000,-2389401,转会支出
1000000431,1000000007,2024-09-05 00:00:00.000,-42300000,转会支出
1000000432,1000000007,2024-09-05 00:00:00.000,42300000,转会收入
1000000435,1000000007,2024-09-05 00:00:00.000,-42300000,转会支出
1000000438,1000000004,2024-09-05 00:00:00.000,42300000,转会收入
1000000439,1000000007,2024-09-05 00:00:00.000,-42300000,转会支出
1000000459,1000000003,2024-09-05 23:25:14.000,1110000,转会收入
1000000460,1000000007,2024-09-05 23:25:14.000,-1110000,转会支出
1000000469,1000000003,2024-09-06 15:48:18.000,10000000,转会收入
1000000473,1000000007,2024-09-06 16:04:23.000,41200000,转会收入
1000000491,1000000007,2024-09-07 05:24:33.000,1000000,转会收入
1000000493,1000000003,2024-09-07 06:01:31.000,1000000,转会收入
1000000373,1000000001,2024-09-05 00:00:00.000,238941,转会收入
1000000374,1000000007,2024-09-05 00:00:00.000,-238941,转会支出
1000000391,1000000007,2024-09-05 00:00:00.000,238941,转会收入
1000000138,1000000004,2024-07-31 00:00:00.000,45600,其他
1000000145,1000000003,2024-08-28 00:00:00.000,48000,其它
1000000162,1000000002,2024-08-01 00:00:00.000,68000,电视转播权
1000000170,1000000002,2024-08-05 00:00:00.000,-175000,场地维护
1000000173,1000000002,2024-08-08 00:00:00.000,-29000,其它
1000000175,1000000004,2024-05-03 00:00:00.000,589000,门票收入
1000000178,1000000004,2024-07-02 00:00:00.000,1230000,商业赞助
1000000180,1000000004,2024-05-01 00:00:00.000,-1480000,球员薪水
1000000187,1000000004,2024-05-08 00:00:00.000,-96000,其他
1000000190,1000000004,2024-06-03 00:00:00.000,-875000,交税
1000000193,1000000004,2024-06-06 00:00:00.000,-349000,比赛日支出
1000000198,1000000004,2024-07-06 00:00:00.000,-657000,比赛日支出
1000000201,1000000004,2024-07-03 00:00:00.000,-768000,交税
1000000207,1000000004,2024-08-05 00:00:00.000,-143000,场地维护
1000000210,1000000005,2024-05-01 00:00:00.000,-2760000,球员薪水
1000000211,1000000005,2024-05-02 00:00:00.000,-350000,职员薪水
1000000216,1000000005,2024-08-04 00:00:00.000,-320000,非足球成本
1000000219,1000000005,2024-05-04 00:00:00.000,-260000,非足球成本
1000000220,1000000005,2024-05-05 00:00:00.000,-250000,场地维护
1000000225,1000000005,2024-08-06 00:00:00.000,-365000,比赛日支出
1000000228,1000000005,2024-05-07 00:00:00.000,-230000,忠诚奖金
1000000229,1000000005,2024-06-07 00:00:00.000,-360000,忠诚奖金
1000000234,1000000005,2024-05-30 00:00:00.000,-163000,其他
1000000236,1000000005,2024-07-30 00:00:00.000,-46000,其他
1000000237,1000000005,2024-07-01 00:00:00.000,-2260000,球员薪水
1000000241,1000000005,2024-05-01 00:00:00.000,75000,电视转播权
1000000242,1000000005,2024-06-01 00:00:00.000,253000,电视转播权
1000000243,1000000005,2024-07-01 00:00:00.000,124000,电视转播权
1000000249,1000000005,2024-05-03 00:00:00.000,351000,门票收入
1000000260,1000000006,2024-08-02 00:00:00.000,1234000,商业赞助
1000000261,1000000006,2024-07-02 00:00:00.000,4434000,商业赞助
1000000263,1000000006,2024-05-02 00:00:00.000,1390000,商业赞助
1000000265,1000000006,2024-06-03 00:00:00.000,540000,门票收入
1000000270,1000000006,2024-05-04 00:00:00.000,160000,其他
1000000275,1000000006,2024-06-01 00:00:00.000,-4530000,球员薪水
1000000277,1000000006,2024-06-02 00:00:00.000,-870000,职员薪水
1000000282,1000000006,2024-06-03 00:00:00.000,-740000,交税
1000000284,1000000006,2024-05-04 00:00:00.000,-120000,非足球成本
1000000289,1000000006,2024-07-05 00:00:00.000,-420000,场地维护
1000000291,1000000006,2024-05-05 00:00:00.000,-350000,场地维护
1000000296,1000000006,2024-08-07 00:00:00.000,-760000,忠诚奖金
1000000298,1000000006,2024-06-07 00:00:00.000,-470000,忠诚奖金
1000000303,1000000006,2024-08-08 00:00:00.000,-15000,其他
1000000305,1000000007,2024-07-01 00:00:00.000,-1785000,球员薪水
1000000310,1000000007,2024-07-02 00:00:00.000,-250000,职员薪水
1000000312,1000000007,2024-08-03 00:00:00.000,-870000,交税
1000000317,1000000007,2024-06-04 00:00:00.000,-69000,非足球成本
1000000319,1000000007,2024-08-04 00:00:00.000,-64000,非足球成本
1000000324,1000000007,2024-05-06 00:00:00.000,-600000,比赛日支出
1000000326,1000000007,2024-07-06 00:00:00.000,-190000,比赛日支出
1000000331,1000000007,2024-05-07 00:00:00.000,-780000,忠诚奖金
1000000333,1000000007,2024-06-08 00:00:00.000,-70000,其他
1000000340,1000000007,2024-08-02 00:00:00.000,6800000,商业赞助
1000000341,1000000007,2024-07-02 00:00:00.000,7600000,商业赞助
1000000347,1000000007,2024-08-03 00:00:00.000,160000,门票收入
1000000348,1000000007,2024-08-04 00:00:00.000,70000,其他
1000000381,1000000001,2024-09-05 00:00:00.000,238941,转会收入
1000000382,1000000007,2024-09-05 00:00:00.000,-238941,转会支出
1000000383,1000000001,2024-09-05 00:00:00.000,238941,转会收入
1000000384,1000000007,2024-09-05 00:00:00.000,-238941,转会支出
1000000385,1000000001,2024-09-05 00:00:00.000,238941,转会收入
1000000386,1000000007,2024-09-05 00:00:00.000,-238941,转会支出
1000000387,1000000001,2024-09-05 00:00:00.000,238941,转会收入
1000000388,1000000007,2024-09-05 00:00:00.000,-238941,转会支出
1000000389,1000000001,2024-09-05 00:00:00.000,238941,转会收入
1000000390,1000000007,2024-09-05 00:00:00.000,-238941,转会支出
1000000394,1000000003,2024-09-05 00:00:00.000,-238941,转会支出
1000000413,1000000003,2024-09-05 00:00:00.000,-2389401,转会支出
1000000418,1000000007,2024-09-05 00:00:00.000,238941,转会收入
1000000437,1000000007,2024-09-05 21:38:06.000,-2389410,转会支出
1000000447,1000000004,2024-09-05 21:38:06.000,2389410,转会收入
1000000448,1000000007,2024-09-05 21:38:06.000,-2389410,转会支出
1000000449,1000000004,2024-09-05 21:38:06.000,2389410,转会收入
1000000450,1000000007,2024-09-05 21:38:06.000,-2389410,转会支出
1000000451,1000000004,2024-09-05 21:38:06.000,2389410,转会收入
1000000452,1000000007,2024-09-05 21:38:06.000,-2389410,转会支出
1000000453,1000000003,2024-09-05 21:38:06.000,23130000,转会收入
1000000454,1000000007,2024-09-05 21:38:06.000,-23130000,转会支出
1000000455,1000000003,2024-09-05 21:38:06.000,23130000,转会收入
1000000456,1000000007,2024-09-05 21:38:06.000,-23130000,转会支出
1000000472,1000000006,2024-09-06 16:00:54.000,-12300000,转会支出
1000000485,1000000007,2024-09-07 04:07:44.000,1000000,转会收入
1000000486,1000000006,2024-09-07 04:07:44.000,-1000000,转会支出
1000000494,1000000001,2024-09-07 06:01:31.000,-1000000,转会支出
1000000034,1000000001,2024-07-02 00:00:00.000,9078000,商业赞助
1000000140,1000000004,2024-05-01 00:00:00.000,126400,电视转播权
1000000165,1000000002,2024-08-04 00:00:00.000,97000,其它
1000000168,1000000002,2024-08-03 00:00:00.000,-745000,交税
1000000174,1000000004,2024-05-02 00:00:00.000,2569000,商业赞助
1000000185,1000000004,2024-05-06 00:00:00.000,-450000,比赛日支出
1000000189,1000000004,2024-06-02 00:00:00.000,-735000,职员薪水
1000000197,1000000004,2024-07-07 00:00:00.000,-246000,忠诚奖金
1000000209,1000000004,2024-08-30 00:00:00.000,-62000,其他
1000000212,1000000005,2024-05-03 00:00:00.000,-650000,交税
1000000221,1000000005,2024-06-05 00:00:00.000,-210000,场地维护
1000000230,1000000005,2024-07-07 00:00:00.000,-380000,忠诚奖金
1000000238,1000000005,2024-07-02 00:00:00.000,-263000,职员薪水
1000000244,1000000005,2024-08-01 00:00:00.000,74000,电视转播权
1000000247,1000000005,2024-06-02 00:00:00.000,3522000,商业赞助
1000000250,1000000005,2024-06-03 00:00:00.000,243000,门票收入
1000000253,1000000005,2024-07-04 00:00:00.000,46000,其他
1000000258,1000000006,2024-07-01 00:00:00.000,98000,电视转播权
1000000269,1000000006,2024-06-04 00:00:00.000,250000,其他
1000000274,1000000006,2024-08-01 00:00:00.000,-3530000,球员薪水
1000000281,1000000006,2024-07-03 00:00:00.000,-760000,交税
1000000288,1000000006,2024-08-05 00:00:00.000,-270000,场地维护
1000000295,1000000006,2024-08-06 00:00:00.000,-280000,比赛日支出
1000000302,1000000006,2024-07-08 00:00:00.000,-98000,其他
1000000309,1000000007,2024-06-02 00:00:00.000,-670000,职员薪水
1000000316,1000000007,2024-05-04 00:00:00.000,-189000,非足球成本
1000000323,1000000007,2024-05-05 00:00:00.000,-180000,场地维护
1000000330,1000000007,2024-06-07 00:00:00.000,-260000,忠诚奖金
1000000338,1000000007,2024-07-01 00:00:00.000,260000,电视转播权
1000000345,1000000007,2024-06-03 00:00:00.000,250000,门票收入
1000000377,1000000001,2024-09-05 00:00:00.000,238941,转会收入
1000000378,1000000007,2024-09-05 00:00:00.000,-238941,转会支出
1000000379,1000000001,2024-09-05 00:00:00.000,238941,转会收入
1000000380,1000000007,2024-09-05 00:00:00.000,-238941,转会支出
1000000398,1000000003,2024-09-05 00:00:00.000,-238941,转会支出
1000000408,1000000004,2024-09-05 00:00:00.000,2389401,转会收入
1000000409,1000000003,2024-09-05 00:00:00.000,-2389401,转会支出
1000000410,1000000004,2024-09-05 00:00:00.000,2389401,转会收入
1000000419,1000000003,2024-09-05 00:00:00.000,-238941,转会支出
1000000423,1000000003,2024-09-05 00:00:00.000,-2389401,转会支出
1000000428,1000000004,2024-09-05 00:00:00.000,42300000,转会收入
1000000433,1000000004,2024-09-05 00:00:00.000,-42300000,转会支出
1000000436,1000000004,2024-09-05 21:38:06.000,2389410,转会收入
1000000440,1000000004,2024-09-05 21:38:06.000,2389410,转会收入
1000000442,1000000004,2024-09-05 21:38:06.000,2389410,转会收入
1000000443,1000000004,2024-09-05 21:38:06.000,2389410,转会收入
1000000444,1000000007,2024-09-05 21:38:06.000,-2389410,转会支出
1000000445,1000000003,2024-09-05 22:46:43.000,23130000,转会收入
1000000446,1000000007,2024-09-05 22:46:43.000,-23130000,转会支出
1000000457,1000000004,2024-09-05 23:22:12.000,12230000,转会收入
1000000458,1000000007,2024-09-05 23:22:12.000,-12230000,转会支出
1000000461,1000000007,2024-09-06 00:00:49.000,33200000,转会收入
1000000464,1000000006,2024-09-06 14:11:24.000,-2520000,转会支出
1000000466,1000000007,2024-09-06 15:21:13.000,-10000000,转会支出
1000000467,1000000003,2024-09-06 15:45:08.000,10000000,转会收入
1000000468,1000000007,2024-09-06 15:45:08.000,-10000000,转会支出
1000000470,1000000007,2024-09-06 15:48:18.000,-10000000,转会支出
1000000471,1000000007,2024-09-06 16:00:54.000,12300000,转会收入
1000000474,1000000006,2024-09-06 16:04:23.000,-41200000,转会支出
1000000476,1000000001,2024-09-06 16:11:58.000,-41200000,转会支出
1000000480,1000000007,2024-09-07 03:39:21.000,-1000000,转会支出
1000000482,1000000007,2024-09-07 03:42:33.000,-1000000,转会支出
1000000483,1000000007,2024-09-07 04:06:01.000,1000000,转会收入
1000000489,1000000006,2024-09-05 21:38:06.000,12345678,转会收入
1000000490,1000000007,2024-09-05 21:38:06.000,-12345678,转会支出
1000000492,1000000001,2024-09-07 05:24:33.000,-1000000,转会支出
1000000010,1000000001,2024-07-01 00:00:00.000,-2350000,球员薪水
1000000035,1000000001,2024-07-30 00:00:00.000,2910000,门票收入
1000000036,1000000001,2024-07-01 00:00:00.000,101000,电视转播权
1000000037,1000000002,2024-07-02 00:00:00.000,7753000,商业赞助
1000000040,1000000001,2024-07-31 00:00:00.000,53000,其他
1000000041,1000000002,2024-07-30 00:00:00.000,2370000,门票收入
1000000038,1000000002,2024-07-01 00:00:00.000,97500,电视转播权
1000000039,1000000002,2024-07-31 00:00:00.000,37200,其他
1000000042,1000000003,2024-07-01 00:00:00.000,6531800,商业赞助
1000000043,1000000003,2024-07-30 00:00:00.000,258700,门票收入
1000000044,1000000003,2024-07-01 00:00:00.000,97500,电视转播权
1000000045,1000000003,2024-07-31 00:00:00.000,43100,其他
1000000088,1000000002,2024-06-29 00:00:00.000,139800,门票收入
1000000089,1000000002,2024-05-30 00:00:00.000,176900,门票收入
1000000090,1000000002,2024-06-01 00:00:00.000,97100,电视转播权
1000000091,1000000002,2024-05-01 00:00:00.000,97100,电视转播权
1000000092,1000000002,2024-06-30 00:00:00.000,13700,其他
1000000093,1000000002,2024-05-31 00:00:00.000,14600,其他
1000000009,1000000001,2024-08-03 00:00:00.000,-918600,交税
1000000121,1000000004,2024-08-18 00:00:00.000,7860000,门票收入
1000000122,1000000005,2024-08-19 00:00:00.000,60000,其他
1000000120,1000000003,2024-08-11 00:00:00.000,8860000,商业赞助
1000000123,1000000006,2024-08-20 00:00:00.000,90000,其他
1000000322,1000000007,2024-06-05 00:00:00.000,-94000,场地维护
1000000125,1000000003,2024-08-25 00:00:00.000,-132400,场地维护
1000000126,1000000003,2024-08-29 00:00:00.000,-552400,忠诚奖金
1000000127,1000000003,2024-08-01 00:00:00.000,-6605400,球员薪水
1000000128,1000000004,2024-08-01 00:00:00.000,-3605400,球员薪水
1000000129,1000000005,2024-08-01 00:00:00.000,-5605400,球员薪水
1000000286,1000000006,2024-07-04 00:00:00.000,-160000,非足球成本
1000000308,1000000007,2024-05-02 00:00:00.000,-870000,职员薪水
1000000132,1000000004,2024-08-28 00:00:00.000,-305000,比赛日支出
1000000255,1000000005,2024-05-04 00:00:00.000,81000,其他
1000000315,1000000007,2024-05-03 00:00:00.000,-456000,交税
1000000136,1000000004,2024-08-02 00:00:00.000,5600000,商业赞助
1000000144,1000000003,2024-08-27 00:00:00.000,348000,门票收入
1000000147,1000000003,2024-08-03 00:00:00.000,-864000,交税
1000000148,1000000003,2024-08-04 00:00:00.000,-367000,非足球成本
1000000150,1000000003,2024-08-30 00:00:00.000,-42000,其他
1000000152,1000000001,2024-08-02 00:00:00.000,2345000,商业赞助
1000000154,1000000001,2024-08-04 00:00:00.000,75000,其它
1000000157,1000000001,2024-08-04 00:00:00.000,-563000,非足球成本
1000000160,1000000001,2024-08-07 00:00:00.000,-468000,忠诚奖金
1000000169,1000000002,2024-08-04 00:00:00.000,-75000,非足球成本
