"PLAYER_ID","PLAYER_NAME","BIRTHDAY","TEAM_ID","ROLE","USED_FOOT","HEALTH_STATE","RANK","GAME_STATE","TRANS_STATE","IS_SHOW","ICON"
10000110,马克-安德烈·特尔施特根,1992-04-30 00:00:00.000,1000000007,守门员,0,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000111,保·库巴西,2007-01-22 00:00:00.000,1000000007,后卫,0,0,93,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000112,亚历杭德罗·巴尔德,2003-03-18 00:00:00.000,1000000007,后卫,1,0,93,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000113,朱尔·孔德,1998-11-12 00:00:00.000,1000000007,后卫,1,0,93,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000114,帕埃茨·加維,2004-08-05 00:00:00.000,1000000007,中场,1,0,97,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000115,马克·卡萨多,2003-09-14 00:00:00.000,1000000007,中场,0,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000116,达尼·奥尔莫,1998-05-27 00:00:00.000,1000000007,中场,0,0,96,0,0,1,https://s21.ax1x.com/2024/09/05/pAZw0n1.webp
10000117,保·维克托,2001-11-26 00:00:00.000,1000000007,前锋,1,0,93,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000118,拉明·亚马尔,2007-07-13 00:00:00.000,1000000007,前锋,1,0,95,0,1,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000119,维托尔·罗克,2005-02-28 00:00:00.000,1000000007,前锋,0,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000043,伯纳多席尔瓦,1994-08-10 00:00:00.000,1000000004,中场,0,0,95,0,1,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000122,哈弗茨,1999-09-15 00:00:00.000,1000000001,前锋,0,0,93,0,0,0,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000124,津琴科,1998-09-15 00:00:00.000,1000000001,后卫,0,0,93,0,0,0,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000129,贝林厄姆,2002-07-21 00:00:00.000,1000000002,中场,1,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000135,亚历山大阿诺德,1999-06-24 00:00:00.000,1000000005,后卫,1,0,95,0,0,1,https://www.welovewe.com/data/images/player/img/87961735641853.png
10000137,费兰托雷斯,1999-11-30 16:00:00.000,1000000001,守门员,1,0,98,0,0,1,https://i.ibb.co/bvCwRDJ/playerimage.png
10000022,林谕诘,2001-01-09 00:00:00.000,1000000003,前锋,1,0,99,0,0,1,https://i.ibb.co/x8B5yqM/the-red-string-club.jpg
10000024,梅西,1989-01-03 00:00:00.000,1000000003,前锋,0,0,0,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000025, 罗本,1989-06-01 00:00:00.000,1000000003,前锋,0,1,99,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000032,欧宇轩,2024-08-01 00:00:00.000,1000000003,后卫,0,0,1,0,0,1,https://i.ibb.co/DW4vFqT/playerimage.png
10000049,杰克逊,2001-06-20 00:00:00.000,1000000007,前锋,0,0,78,0,1,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000037,恰尔汗奥卢,2024-08-01 00:00:00.000,1000000003,中场,0,0,87,0,0,1,
10000038,迪马尔科,2024-08-01 00:00:00.000,1000000003,后卫,0,0,88,0,0,1,https://i.ibb.co/ZX5c3S2/playerimage.jpg
10000039,巴雷拉,2024-08-01 00:00:00.000,1000000003,中场,0,0,90,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000040,劳塔罗,2024-08-01 00:00:00.000,1000000003,前锋,0,0,92,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000041,巴斯托尼,2024-08-01 00:00:00.000,1000000003,后卫,0,0,89,0,0,1,https://i.ibb.co/thYTfF4/playerimage.jpg
10000044,罗德里,1996-06-22 00:00:00.000,1000000004,中场,0,0,95,0,1,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000123,廷贝尔,2000-09-15 00:00:00.000,1000000001,后卫,0,0,93,0,0,0,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000125,萨卡,1999-09-15 00:00:00.000,1000000001,前锋,0,0,93,0,0,0,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000126,马丁内利,1998-09-15 00:00:00.000,1000000001,前锋,0,0,93,0,0,0,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000130,巴尔韦德,2000-07-21 00:00:00.000,1000000002,中场,1,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000131,居莱尔,2000-07-21 00:00:00.000,1000000002,中场,1,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000132,科迪加克波,1999-06-24 00:00:00.000,1000000005,前锋,1,0,96,0,0,1,https://www.welovewe.com/data/images/player/img/122012.png
10000136,罗伯逊,1999-06-24 00:00:00.000,1000000005,后卫,1,0,95,0,0,1,https://www.welovewe.com/data/images/player/img/101028.png
